직급코드	공무원구분코드	직종	직종세분류코드	직군코드	직렬코드	직류코드	계급코드	직급명	폐지여부
03801	1	3	NULL	NULL	NULL	NULL	119	생물연구관(5급상당)	0
03802	1	3	NULL	NULL	NULL	NULL	119	서훈담당(5급상당)	0
03803	1	3	NULL	NULL	NULL	NULL	121	소장품관리요원(7급상당)	0
03804	1	3	NULL	NULL	NULL	NULL	120	속기사(6급상당)	0
03805	1	3	NULL	NULL	NULL	NULL	121	속기사(7급상당)	0
03806	1	3	NULL	NULL	NULL	NULL	122	속기사(8급상당)	0
03807	1	3	NULL	NULL	NULL	NULL	122	수족관리사(8급상당)	0
03808	1	3	NULL	NULL	NULL	NULL	119	시설담당(5급상당)	0
03809	1	3	NULL	NULL	NULL	NULL	120	시설담당(6급상당)	0
03810	1	3	NULL	NULL	NULL	NULL	121	시설담당(7급상당)	0
03811	1	3	NULL	NULL	NULL	NULL	119	시설관리담당(5급상당)	0
03812	1	3	NULL	NULL	NULL	NULL	119	시설장비담당(5급상당)	0
03813	1	3	NULL	NULL	NULL	NULL	120	시설관리담당(6급상당)	0
03814	1	3	NULL	NULL	NULL	NULL	120	시청각기사(6급상당)	0
03815	1	3	NULL	NULL	NULL	NULL	121	시청각기사(7급상당)	0
03816	1	3	NULL	NULL	NULL	NULL	122	시청각기사(8급상당)	0
03817	1	3	NULL	NULL	NULL	NULL	120	시청각기자재담당(6급상당)	0
03818	1	3	NULL	NULL	NULL	NULL	121	시청각기자재취급요원(7급상당)	0
03819	1	3	NULL	NULL	NULL	NULL	119	심사관(5급상당)	0
03820	1	3	NULL	NULL	NULL	NULL	120	심사관(6급상당)	0
03821	1	3	NULL	NULL	NULL	NULL	116	심판관(2급상당)	0
03822	1	3	NULL	NULL	NULL	NULL	117	심판관(3급상당)	0
03823	1	3	NULL	NULL	NULL	NULL	118	심판관(4급상당)	0
03824	1	3	NULL	NULL	NULL	NULL	119	심판관(5급상당)	0
03825	1	3	NULL	NULL	NULL	NULL	116	연구관(2급상당)	0
03826	1	3	NULL	NULL	NULL	NULL	117	연구관(3급상당)	0
03827	1	3	NULL	NULL	NULL	NULL	118	연구관(4급상당)	0
03828	1	3	NULL	NULL	NULL	NULL	119	연구관(5급상당)	0
03829	1	3	NULL	NULL	NULL	NULL	120	연구원(6급상당)	0
03830	1	3	NULL	NULL	NULL	NULL	118	연구담당(4급상당)	0
03831	1	3	NULL	NULL	NULL	NULL	120	연구담당(6급상당)	0
03832	1	3	NULL	NULL	NULL	NULL	119	연예관(5급상당)	0
03833	1	3	NULL	NULL	NULL	NULL	120	연예사(6급상당)	0
03834	1	3	NULL	NULL	NULL	NULL	121	연예사(7급상당)	0
03835	1	3	NULL	NULL	NULL	NULL	122	연예사(8급상당)	0
03836	1	3	NULL	NULL	NULL	NULL	123	연예사(9급상당)	0
03837	1	3	NULL	NULL	NULL	NULL	120	영림요원(6급상당)	0
03838	1	3	NULL	NULL	NULL	NULL	120	영사기사(6급상당)	0
03839	1	3	NULL	NULL	NULL	NULL	121	영사기사(7급상당)	0
03840	1	3	NULL	NULL	NULL	NULL	121	영양사(7급상당)	0
03841	1	3	NULL	NULL	NULL	NULL	120	영현담당(6급상당)	0
03842	1	3	NULL	NULL	NULL	NULL	118	영화감독(4급상당)	0
03843	1	3	NULL	NULL	NULL	NULL	119	영화감독(5급상당)	0
03844	1	3	NULL	NULL	NULL	NULL	120	영화감독(6급상당)	0
03845	1	3	NULL	NULL	NULL	NULL	121	영화감독(7급상당)	0
03846	1	3	NULL	NULL	NULL	NULL	122	영화감독(8급상당)	0
03847	1	3	NULL	NULL	NULL	NULL	118	감독(4급상당)	0
03848	1	3	NULL	NULL	NULL	NULL	119	감독(5급상당)	0
03849	1	3	NULL	NULL	NULL	NULL	120	감독(6급상당)	0
03850	1	3	NULL	NULL	NULL	NULL	121	감독(7급상당)	0
03851	1	3	NULL	NULL	NULL	NULL	122	감독(8급상당)	0
03852	1	3	NULL	NULL	NULL	NULL	120	영화기사(6급상당)	0
03853	1	3	NULL	NULL	NULL	NULL	119	영화녹음요원(5급상당)	0
03854	1	3	NULL	NULL	NULL	NULL	120	영화녹음요원(6급상당)	0
03855	1	3	NULL	NULL	NULL	NULL	121	영화녹음요원(7급상당)	0
03856	1	3	NULL	NULL	NULL	NULL	122	영화녹음요원(8급상당)	0
03857	1	3	NULL	NULL	NULL	NULL	119	녹음담당(5급상당)	0
03858	1	3	NULL	NULL	NULL	NULL	120	녹음요원(6급상당)	0
03859	1	3	NULL	NULL	NULL	NULL	121	녹음요원(7급상당)	0
03860	1	3	NULL	NULL	NULL	NULL	122	녹음요원(8급상당)	0
03861	1	3	NULL	NULL	NULL	NULL	120	영화미술요원(6급상당)	0
03862	1	3	NULL	NULL	NULL	NULL	120	미술요원(6급상당)	0
03863	1	3	NULL	NULL	NULL	NULL	121	미술요원(7급상당)	0
03864	1	3	NULL	NULL	NULL	NULL	122	미술요원(8급상당)	0
03865	1	3	NULL	NULL	NULL	NULL	120	영화촬영기사(6급상당)	0
03866	1	3	NULL	NULL	NULL	NULL	119	영화촬영요원(5급상당)	0
03867	1	3	NULL	NULL	NULL	NULL	120	영화촬영요원(6급상당)	0
03868	1	3	NULL	NULL	NULL	NULL	121	영화촬영요원(7급상당)	0
03869	1	3	NULL	NULL	NULL	NULL	122	영화촬영요원(8급상당)	0
03870	1	3	NULL	NULL	NULL	NULL	119	촬영담당(5급상당)	0
03871	1	3	NULL	NULL	NULL	NULL	120	촬영요원(6급상당)	0
03872	1	3	NULL	NULL	NULL	NULL	121	촬영요원(7급상당)	0
03873	1	3	NULL	NULL	NULL	NULL	122	촬영요원(8급상당)	0
03874	1	3	NULL	NULL	NULL	NULL	122	영화편집요원(8급상당)	0
03875	1	3	NULL	NULL	NULL	NULL	119	편집담당(5급상당)	0
03876	1	3	NULL	NULL	NULL	NULL	120	편집요원(6급상당)	0
03877	1	3	NULL	NULL	NULL	NULL	121	편집요원(7급상당)	0
03878	1	3	NULL	NULL	NULL	NULL	122	편집요원(8급상당)	0
03879	1	3	NULL	NULL	NULL	NULL	118	외국어훈련담당관(4급상당)	0
03880	1	3	NULL	NULL	NULL	NULL	119	외국어훈련담당관(5급상당)	0
03881	1	3	NULL	NULL	NULL	NULL	121	외국인안내담당(7급상당)	0
03882	1	3	NULL	NULL	NULL	NULL	119	외신담당(5급상당)	0
03883	1	3	NULL	NULL	NULL	NULL	120	우편관리요원(6급상당)	0
03884	1	3	NULL	NULL	NULL	NULL	119	운영담당(5급상당)	1
03885	1	3	NULL	NULL	NULL	NULL	115	위원(1급상당)	0
03886	1	3	NULL	NULL	NULL	NULL	116	위원(2급상당)	0
03887	1	3	NULL	NULL	NULL	NULL	117	위원(3급상당)	0
03888	1	3	NULL	NULL	NULL	NULL	121	위험물취급요원(7급상당)	0
03889	1	3	NULL	NULL	NULL	NULL	119	유물보존처리담당(5급상당)	0
03890	1	3	NULL	NULL	NULL	NULL	120	유물보존처리담당(6급상당)	0
03891	1	3	NULL	NULL	NULL	NULL	121	유물담당(7급상당)	0
03892	1	3	NULL	NULL	NULL	NULL	119	의료감시담당(5급상당)	0
03893	1	3	NULL	NULL	NULL	NULL	120	의료감시원(6급상당)	0
03894	1	3	NULL	NULL	NULL	NULL	121	의료감시원(7급상당)	0
03895	1	3	NULL	NULL	NULL	NULL	119	의료관리담당(5급상당)	0
03896	1	3	NULL	NULL	NULL	NULL	120	의료기사(6급상당)	0
03897	1	3	NULL	NULL	NULL	NULL	120	의료시설기사(6급상당)	0
03898	1	3	NULL	NULL	NULL	NULL	119	의료장비담당(5급상당)	0
03899	1	3	NULL	NULL	NULL	NULL	120	의료장비요원(6급상당)	0
03900	1	3	NULL	NULL	NULL	NULL	122	의무기록사(8급상당)	0
03901	1	3	NULL	NULL	NULL	NULL	119	의전담당(5급상당)	0
03902	1	3	NULL	NULL	NULL	NULL	120	의전담당(6급상당)	0
03903	1	3	NULL	NULL	NULL	NULL	121	의전담당(7급상당)	0
03904	1	3	NULL	NULL	NULL	NULL	119	인사기록담당(5급상당)	0
03905	1	3	NULL	NULL	NULL	NULL	119	인쇄담당(5급상당)	0
03906	1	3	NULL	NULL	NULL	NULL	120	임상심리요원(6급상당)	0
03907	1	3	NULL	NULL	NULL	NULL	120	자료분석원(6급상당)	0
03908	1	3	NULL	NULL	NULL	NULL	121	자료분석원(7급상당)	0
03909	1	3	NULL	NULL	NULL	NULL	121	자료정리원(7급상당)	0
03910	1	3	NULL	NULL	NULL	NULL	120	자료관리담당(6급상당)	1
03911	1	3	NULL	NULL	NULL	NULL	120	자료실정리담당(6급상당)	0
03912	1	3	NULL	NULL	NULL	NULL	121	자료실정리담당(7급상당)	0
03913	1	3	NULL	NULL	NULL	NULL	122	자료정리요원(8급상당)	0
03914	1	3	NULL	NULL	NULL	NULL	120	자료정리담당(6급상당)	0
03915	1	3	NULL	NULL	NULL	NULL	121	자료통계담당(7급상당)	0
03916	1	3	NULL	NULL	NULL	NULL	120	자료편집원(6급상당)	0
03917	1	3	NULL	NULL	NULL	NULL	121	자료편집원(7급상당)	0
03918	1	3	NULL	NULL	NULL	NULL	120	자료편찬요원(6급상당)	0
03919	1	3	NULL	NULL	NULL	NULL	120	자재요원(6급상당)	0
03920	1	3	NULL	NULL	NULL	NULL	120	작업치료사(6급상당)	0
03921	1	3	NULL	NULL	NULL	NULL	120	작업치료요원(6급상당)	0
03922	1	3	NULL	NULL	NULL	NULL	119	작품보존수복담당(5급상당)	0
03923	1	3	NULL	NULL	NULL	NULL	120	장치미술담당(6급상당)	0
03924	1	3	NULL	NULL	NULL	NULL	121	장치미술담당(7급상당)	0
03925	1	3	NULL	NULL	NULL	NULL	122	장치미술담당(8급상당)	0
03926	1	3	NULL	NULL	NULL	NULL	120	재산관리요원(6급상당)	0
03927	1	3	NULL	NULL	NULL	NULL	118	적성검사관(4급상당)	0
03928	1	3	NULL	NULL	NULL	NULL	119	적성검사관(5급상당)	0
03929	1	3	NULL	NULL	NULL	NULL	120	적성검사원(6급상당)	0
03930	1	3	NULL	NULL	NULL	NULL	120	적성검사담당(6급상당)	0
03931	1	3	NULL	NULL	NULL	NULL	119	전기담당(5급상당)	0
03932	1	3	NULL	NULL	NULL	NULL	120	전기요원(6급상당)	0
03933	1	3	NULL	NULL	NULL	NULL	121	전기요원(7급상당)	0
03934	1	3	NULL	NULL	NULL	NULL	122	전기요원(8급상당)	0
03935	1	3	NULL	NULL	NULL	NULL	116	전문위원(2급상당)	0
03936	1	3	NULL	NULL	NULL	NULL	117	전문위원(3급상당)	0
03937	1	3	NULL	NULL	NULL	NULL	119	전산처리관(5급상당)	0
03938	1	3	NULL	NULL	NULL	NULL	120	전산처리사(6급상당)	0
03939	1	3	NULL	NULL	NULL	NULL	121	전산처리사보(7급상당)	0
03940	1	3	NULL	NULL	NULL	NULL	122	전산처리원(8급상당)	0
03941	1	3	NULL	NULL	NULL	NULL	123	전산처리원보(9급상당)	0
03942	1	3	NULL	NULL	NULL	NULL	119	전산처리담당(5급상당)	0
03943	1	3	NULL	NULL	NULL	NULL	121	전산처리담당(7급상당)	0
03944	1	3	NULL	NULL	NULL	NULL	122	전산처리담당(8급상당)	0
03945	1	3	NULL	NULL	NULL	NULL	123	전산처리담당(9급상당)	0
03946	1	3	NULL	NULL	NULL	NULL	120	전자계산요원(6급상당)	0
03947	1	3	NULL	NULL	NULL	NULL	121	전자계산요원(7급상당)	0
03948	1	3	NULL	NULL	NULL	NULL	122	전자계산요원(8급상당)	0
03949	1	3	NULL	NULL	NULL	NULL	123	전자계산요원(9급상당)	0
03950	1	3	NULL	NULL	NULL	NULL	119	전자계산요원(5급상당)	0
03951	1	3	NULL	NULL	NULL	NULL	120	전산처리요원(6급상당)	0
03952	1	3	NULL	NULL	NULL	NULL	121	전산처리요원(7급상당)	0
03953	1	3	NULL	NULL	NULL	NULL	122	전산처리요원(8급상당)	0
03954	1	3	NULL	NULL	NULL	NULL	123	전산처리요원(9급상당)	0
03955	1	3	NULL	NULL	NULL	NULL	118	전산기획담당(4급상당)	0
03956	1	3	NULL	NULL	NULL	NULL	118	전산분석관(4급상당)	0
03957	1	3	NULL	NULL	NULL	NULL	118	업무분석관(4급상당)	0
03958	1	3	NULL	NULL	NULL	NULL	119	정원관리담당(5급상당)	0
03959	1	3	NULL	NULL	NULL	NULL	120	정원담당(6급상당)	0
03960	1	3	NULL	NULL	NULL	NULL	119	제도담당(5급상당)	0
03961	1	3	NULL	NULL	NULL	NULL	120	제도요원(6급상당)	0
03962	1	3	NULL	NULL	NULL	NULL	120	조경담당(6급상당)	0
03963	1	3	NULL	NULL	NULL	NULL	121	조경담당(7급상당)	0
03964	1	3	NULL	NULL	NULL	NULL	122	조경요원(8급상당)	0
03965	1	3	NULL	NULL	NULL	NULL	120	조리사(6급상당)	0
03966	1	3	NULL	NULL	NULL	NULL	120	조명음향담당(6급상당)	0
03967	1	3	NULL	NULL	NULL	NULL	121	조명음향담당(7급상당)	0
03968	1	3	NULL	NULL	NULL	NULL	122	조명음향담당(8급상당)	0
03969	1	3	NULL	NULL	NULL	NULL	120	조명음상담당(6급상당)	0
03970	1	3	NULL	NULL	NULL	NULL	121	조명음상담당(7급상당)	0
03971	1	3	NULL	NULL	NULL	NULL	122	조명음상담당(8급상당)	0
03972	1	3	NULL	NULL	NULL	NULL	121	조명요원(7급상당)	0
03973	1	3	NULL	NULL	NULL	NULL	122	조명요원(8급상당)	0
03974	1	3	NULL	NULL	NULL	NULL	120	조사분석원(6급상당)	0
03975	1	3	NULL	NULL	NULL	NULL	119	조사연구담당(5급상당)	0
03976	1	3	NULL	NULL	NULL	NULL	120	조사연구원(6급상당)	0
03977	1	3	NULL	NULL	NULL	NULL	121	조사연구원(7급상당)	0
03978	1	3	NULL	NULL	NULL	NULL	122	조사연구원(8급상당)	0
03979	1	3	NULL	NULL	NULL	NULL	120	직업분석담당(6급상당)	0
03980	1	3	NULL	NULL	NULL	NULL	119	직업훈련교사(5급상당)	0
03981	1	3	NULL	NULL	NULL	NULL	120	직업훈련교사(6급상당)	0
03982	1	3	NULL	NULL	NULL	NULL	121	직업훈련교사(7급상당)	0
03983	1	3	NULL	NULL	NULL	NULL	120	직업훈련지도원(6급상당)	0
03984	1	3	NULL	NULL	NULL	NULL	121	직업훈련지도원(7급상당)	0
03985	1	3	NULL	NULL	NULL	NULL	119	차관업무담당(5급상당)	0
03986	1	3	NULL	NULL	NULL	NULL	121	차량관리담당(7급상당)	0
03987	1	3	NULL	NULL	NULL	NULL	121	체력관리요원(7급상당)	0
03988	1	3	NULL	NULL	NULL	NULL	119	총포감정관(5급상당)	0
03989	1	3	NULL	NULL	NULL	NULL	120	총포감정담당(6급상당)	0
03990	1	3	NULL	NULL	NULL	NULL	119	탐지견관리요원(5급상당)	0
03991	1	3	NULL	NULL	NULL	NULL	120	탐지견관리요원(6급상당)	0
03992	1	3	NULL	NULL	NULL	NULL	121	탐지견관리요원(7급상당)	0
03993	1	3	NULL	NULL	NULL	NULL	122	탐지견관리요원(8급상당)	0
03994	1	3	NULL	NULL	NULL	NULL	119	통계요원(5급상당)	0
03995	1	3	NULL	NULL	NULL	NULL	120	통계요원(6급상당)	0
03996	1	3	NULL	NULL	NULL	NULL	121	통계요원(7급상당)	0
03997	1	3	NULL	NULL	NULL	NULL	122	통계요원(8급상당)	0
03998	1	3	NULL	NULL	NULL	NULL	123	통계요원(9급상당)	0
03999	1	3	NULL	NULL	NULL	NULL	121	통근차량관리(7급상당)	0
04000	1	3	NULL	NULL	NULL	NULL	120	통신담당(6급상당)	0
04001	1	3	NULL	NULL	NULL	NULL	122	통신요원(8급상당)	0
04002	1	3	NULL	NULL	NULL	NULL	119	통역관(5급상당)	0
04003	1	3	NULL	NULL	NULL	NULL	119	통역원(5급상당)	0
04004	1	3	NULL	NULL	NULL	NULL	120	통역원(6급상당)	0
04005	1	3	NULL	NULL	NULL	NULL	121	통역원(7급상당)	0
04006	1	3	NULL	NULL	NULL	NULL	120	통역안내요원(6급상당)	0
04007	1	3	NULL	NULL	NULL	NULL	119	투자홍보담당관(5급상당)	0
04008	1	3	NULL	NULL	NULL	NULL	123	특수촬영요원(9급상당)	0
04009	1	3	NULL	NULL	NULL	NULL	120	특수훈련교사(6급상당)	0
04010	1	3	NULL	NULL	NULL	NULL	121	특수훈련교사(7급상당)	0
04011	1	3	NULL	NULL	NULL	NULL	122	특수훈련교사(8급상당)	0
04012	1	3	NULL	NULL	NULL	NULL	120	편집담당(6급상당)	0
04013	1	3	NULL	NULL	NULL	NULL	121	표구제작요원(7급상당)	0
04014	1	3	NULL	NULL	NULL	NULL	119	항공기정비사(5급상당)	0
04015	1	3	NULL	NULL	NULL	NULL	120	항공기정비사(6급상당)	0
04016	1	3	NULL	NULL	NULL	NULL	121	항공기정비사(7급상당)	0
04017	1	3	NULL	NULL	NULL	NULL	118	행정관(4급상당)	0
04018	1	3	NULL	NULL	NULL	NULL	119	행정관(5급상당)	0
04019	1	3	NULL	NULL	NULL	NULL	118	행정담당(4급상당)	0
04020	1	3	NULL	NULL	NULL	NULL	120	현황분석사(6급상당)	0
04021	1	3	NULL	NULL	NULL	NULL	119	현황종합관(5급상당)	0
04022	1	3	NULL	NULL	NULL	NULL	119	형사사진감정관(5급상당)	0
04023	1	3	NULL	NULL	NULL	NULL	120	형사사진감정담당(6급상당)	0
04024	1	3	NULL	NULL	NULL	NULL	121	형사사진감정담당(7급상당)	0
04025	1	3	NULL	NULL	NULL	NULL	121	형사사진감식담당(7급상당)	0
04026	1	3	NULL	NULL	NULL	NULL	119	홍보담당(5급상당)	0
04027	1	3	NULL	NULL	NULL	NULL	120	홍보담당(6급상당)	0
04028	1	3	NULL	NULL	NULL	NULL	121	홍보담당(7급상당)	0
04029	1	3	NULL	NULL	NULL	NULL	120	홍보요원(6급상당)	0
04030	1	3	NULL	NULL	NULL	NULL	120	화생방요원(6급상당)	0
04031	1	3	NULL	NULL	NULL	NULL	121	후생요원(7급상당)	0
04032	1	3	NULL	NULL	NULL	NULL	122	후생요원(8급상당)	0
04033	1	3	NULL	NULL	NULL	NULL	120	건축요원(6급상당)	0
04034	1	3	NULL	NULL	NULL	NULL	121	건축요원(7급상당)	0
04035	1	3	NULL	NULL	NULL	NULL	119	예비군관리요원(5급상당)	0
04036	1	3	NULL	NULL	NULL	NULL	120	예비군관리요원(6급상당)	0
04037	1	3	NULL	NULL	NULL	NULL	121	예비군관리요원(7급상당)	0
04038	1	3	NULL	NULL	NULL	NULL	122	예비군관리요원(8급상당)	0
04039	1	3	NULL	NULL	NULL	NULL	123	예비군관리요원(9급상당)	0
04040	1	3	NULL	NULL	NULL	NULL	119	예비군담당요원(5급상당)	0
04041	1	3	NULL	NULL	NULL	NULL	120	예비군담당요원(6급상당)	0
04042	1	3	NULL	NULL	NULL	NULL	121	예비군담당요원(7급상당)	0
04043	1	3	NULL	NULL	NULL	NULL	122	예비군담당요원(8급상당)	0
04044	1	3	NULL	NULL	NULL	NULL	123	예비군담당요원(9급상당)	0
04045	1	3	NULL	NULL	NULL	NULL	120	서기(6급상당)	0
04046	1	3	NULL	NULL	NULL	NULL	119	위생관리담당(5급상당)	0
04047	1	3	NULL	NULL	NULL	NULL	120	위생관리담당(6급상당)	0
04048	1	3	NULL	NULL	NULL	NULL	121	위생관리담당(7급상당)	0
04049	1	3	NULL	NULL	NULL	NULL	121	시청각교육요원(7급상당)	0
04050	1	3	NULL	NULL	NULL	NULL	120	현황처리사(6급상당)	0
04051	1	3	NULL	NULL	NULL	NULL	121	현황처리사(7급상당)	0
04052	1	3	NULL	NULL	NULL	NULL	120	원가관리사(6급상당)	0
04053	1	3	NULL	NULL	NULL	NULL	121	원가관리사(7급상당)	0
04054	1	3	NULL	NULL	NULL	NULL	121	훈련지도원(7급상당)	0
04055	1	3	NULL	NULL	NULL	NULL	122	위생원(8급상당)	0
04056	1	3	NULL	NULL	NULL	NULL	119	공업연구관(5급상당)	0
04057	1	3	NULL	NULL	NULL	NULL	120	촬영담당(6급상당)	0
04058	1	3	NULL	NULL	NULL	NULL	121	촬영담당(7급상당)	0
04059	1	3	NULL	NULL	NULL	NULL	119	공연담당(5급상당)	0
04060	1	3	NULL	NULL	NULL	NULL	120	예비군민방위담당(6급상당)	0
04061	1	3	NULL	NULL	NULL	NULL	121	예비군민방위담당(7급상당)	0
04062	1	3	NULL	NULL	NULL	NULL	120	분소관리담당(6급상당)	0
04063	1	3	NULL	NULL	NULL	NULL	120	종자정선기사(6급상당)	0
04064	1	3	NULL	NULL	NULL	NULL	119	조사담당(5급상당)	0
04065	1	3	NULL	NULL	NULL	NULL	120	무대기계미술담당(6급상당)	0
04066	1	3	NULL	NULL	NULL	NULL	121	무대기계미술담당(7급상당)	0
04067	1	3	NULL	NULL	NULL	NULL	115	경호관(1급상당)	0
04068	1	3	NULL	NULL	NULL	NULL	116	경호관(2급상당)	0
04069	1	3	NULL	NULL	NULL	NULL	117	경호관(3급상당)	0
04070	1	3	NULL	NULL	NULL	NULL	118	경호관(4급상당)	0
04071	1	3	NULL	NULL	NULL	NULL	119	경호관(5급상당)	0
04072	1	3	NULL	NULL	NULL	NULL	120	경호원(6급상당)	0
04073	1	3	NULL	NULL	NULL	NULL	121	경호원(7급상당)	0
04074	1	3	NULL	NULL	NULL	NULL	122	경호원(8급상당)	0
04075	1	3	NULL	NULL	NULL	NULL	123	경호원(9급상당)	0
04076	1	3	NULL	NULL	NULL	NULL	118	과장(4급상당)	0
04077	1	3	NULL	NULL	NULL	NULL	120	회담지원요원(6급상당)	0
04078	1	3	NULL	NULL	NULL	NULL	119	수질관리담당(5급상당)	0
04079	1	3	NULL	NULL	NULL	NULL	119	기장노선자격심사담당(5급상당)	0
04080	1	3	NULL	NULL	NULL	NULL	120	제작담당(6급상당)	1
04081	1	3	NULL	NULL	NULL	NULL	121	제작담당(7급상당)	1
04082	1	3	NULL	NULL	NULL	NULL	119	방송시설담당(5급상당)	0
04083	1	3	NULL	NULL	NULL	NULL	120	방송시설담당(6급상당)	0
04084	1	3	NULL	NULL	NULL	NULL	121	방송시설담당(7급상당)	0
04085	1	3	NULL	NULL	NULL	NULL	119	방송청취담당(5급상당)	0
04086	1	3	NULL	NULL	NULL	NULL	120	방송청취담당(6급상당)	0
04087	1	3	NULL	NULL	NULL	NULL	121	방송청취담당(7급상당)	0
04088	1	3	NULL	NULL	NULL	NULL	119	회의운영담당(5급상당)	0
04089	1	3	NULL	NULL	NULL	NULL	120	회의운영담당(6급상당)	0
04090	1	3	NULL	NULL	NULL	NULL	121	회의운영담당(7급상당)	0
04091	1	3	NULL	NULL	NULL	NULL	119	자료편집담당(5급상당)	0
04092	1	3	NULL	NULL	NULL	NULL	120	자료편집담당(6급상당)	0
04093	1	3	NULL	NULL	NULL	NULL	121	자료편집담당(7급상당)	0
04094	1	3	NULL	NULL	NULL	NULL	120	포상기록담당(6급상당)	0
04095	1	3	NULL	NULL	NULL	NULL	120	직무분석담당(6급상당)	0
04096	1	3	NULL	NULL	NULL	NULL	119	약제담당(5급상당)	0
04097	1	3	NULL	NULL	NULL	NULL	120	의료용품취급요원(6급상당)	0
04098	1	3	NULL	NULL	NULL	NULL	119	마약감식관(5급상당)	0
04099	1	3	NULL	NULL	NULL	NULL	120	마약감식담당(6급상당)	0
04100	1	3	NULL	NULL	NULL	NULL	121	마약감식담당(7급상당)	0
04101	1	3	NULL	NULL	NULL	NULL	121	재활치료사(7급상당)	0
04102	1	3	NULL	NULL	NULL	NULL	120	시험연구장비관리요원(6급상당)	0
04103	1	3	NULL	NULL	NULL	NULL	119	약사감시관(5급상당)	0
04104	1	3	NULL	NULL	NULL	NULL	120	약사감시원(6급상당)	0
04105	1	3	NULL	NULL	NULL	NULL	121	약사감시원(7급상당)	0
04106	1	3	NULL	NULL	NULL	NULL	122	약사감시원(8급상당)	0
04107	1	3	NULL	NULL	NULL	NULL	121	거짓말탐지기검사담당(7급상당)	0
04108	1	3	NULL	NULL	NULL	NULL	121	음성분석담당(7급상당)	0
04109	1	3	NULL	NULL	NULL	NULL	119	신문편집관(5급상당)	0
04110	1	3	NULL	NULL	NULL	NULL	119	신문논설위원(5급상당)	0
04111	1	3	NULL	NULL	NULL	NULL	120	신문논설담당(6급상당)	0
04112	1	3	NULL	NULL	NULL	NULL	120	신문취재담당(6급상당)	0
04113	1	3	NULL	NULL	NULL	NULL	121	신문취재담당(7급상당)	0
04114	1	3	NULL	NULL	NULL	NULL	119	방송심의위원(5급상당)	0
04115	1	3	NULL	NULL	NULL	NULL	121	방송심의요원(7급상당)	0
04116	1	3	NULL	NULL	NULL	NULL	120	방송기술담당(6급상당)	0
04117	1	3	NULL	NULL	NULL	NULL	121	방송기술요원(7급상당)	0
04118	1	3	NULL	NULL	NULL	NULL	119	영화제작관(5급상당)	0
04119	1	3	NULL	NULL	NULL	NULL	120	영화제작담당(6급상당)	0
04120	1	3	NULL	NULL	NULL	NULL	121	영화제작요원(7급상당)	0
04121	1	3	NULL	NULL	NULL	NULL	121	체육교관(7급상당)	0
04122	1	3	NULL	NULL	NULL	NULL	120	광고물관리요원(6급상당)	0
04123	1	4	2	NULL	NULL	NULL	058	교육연구관	0
04124	1	4	2	NULL	NULL	NULL	059	교육연구사	0
04125	1	NULL	2	NULL	NULL	NULL	NULL	교육감	0
04126	1	NULL	2	NULL	NULL	NULL	NULL	교육장	0
04127	1	4	2	NULL	NULL	NULL	056	장학관	0
04128	1	4	2	NULL	NULL	NULL	057	장학사	0
04129	1	4	2	NULL	NULL	NULL	034	총장	0
04130	1	4	2	NULL	NULL	NULL	035	부총장	0
04131	1	4	2	NULL	NULL	NULL	036	학장	0
04132	1	4	2	NULL	NULL	NULL	NULL	부학장	0
04133	1	NULL	2	NULL	NULL	NULL	NULL	대학원장	0
04134	1	4	2	NULL	NULL	NULL	037	교수	0
04135	1	4	2	NULL	NULL	NULL	038	부교수	0
04136	1	4	2	NULL	NULL	NULL	039	조교수	0
04137	1	4	2	NULL	NULL	NULL	040	전임강사	0
04138	1	4	2	NULL	NULL	NULL	041	조교	0
04139	1	4	2	NULL	NULL	NULL	124	고등학교장	1
04140	1	4	2	NULL	NULL	NULL	125	고등학교교감	1
04141	1	4	2	NULL	NULL	NULL	125	고등학교교사	1
04142	1	4	2	NULL	NULL	NULL	124	중학교장	1
04143	1	4	2	NULL	NULL	NULL	125	중학교교감	1
04144	1	4	2	NULL	NULL	NULL	126	중학교교사	1
04145	1	4	2	NULL	NULL	NULL	124	초등학교장	0
04146	1	4	2	NULL	NULL	NULL	125	초등학교교감	0
04147	1	4	2	NULL	NULL	NULL	126	초등학교교사	0
04148	1	4	2	NULL	NULL	NULL	127	유치원장	0
04149	1	4	2	NULL	NULL	NULL	128	유치원감	0
04150	1	4	2	NULL	NULL	NULL	126	유치원교사	0
04151	1	4	2	NULL	NULL	NULL	124	특수학교교장	0
04152	1	4	2	NULL	NULL	NULL	125	특수학교교감	0
04153	1	4	2	NULL	NULL	NULL	126	특수학교교사	0
04154	1	4	3	NULL	NULL	NULL	060	치안총감	0
04155	1	4	3	NULL	NULL	NULL	061	치안정감	0
04156	1	4	3	NULL	NULL	NULL	062	치안감	0
04157	1	4	3	NULL	NULL	NULL	063	경무관	0
04158	1	4	3	NULL	NULL	NULL	064	총경	0
04159	1	4	3	NULL	NULL	NULL	065	경정	0
04160	1	4	3	NULL	NULL	NULL	066	경감	0
04161	1	4	3	NULL	NULL	NULL	067	경위	0
04162	1	4	3	NULL	NULL	NULL	068	경사	0
04163	1	4	3	NULL	NULL	NULL	069	경장	0
04164	1	4	3	NULL	NULL	NULL	070	순경	0
04165	1	4	4	NULL	NULL	NULL	072	소방정감	0
