직급_code,직급_value
17361,운전주사
17362,운전주사보
17363,운전서기
17364,운전서기보
17365,화공운영주사
17366,화공운영주사보
17367,화공운영서기
17368,화공운영서기보
17369,선박항해운영주사
17370,선박항해운영주사보
17371,선박항해운영서기
17372,선박항해운영서기보
17373,선박기관운영주사
17374,선박기관운영주사보
17375,선박기관운영서기
17376,선박기관운영서기보
17377,등대관리사무관
17378,등대관리주사
17379,등대관리주사보
17380,등대관리서기
17381,등대관리서기보
17382,농림운영주사
17383,농림운영주사보
17384,농림운영서기
17385,농림운영서기보
17386,산림보호운영주사
17387,산림보호운영주사보
17388,산림보호운영서기
17389,산림보호운영서기보
17390,보건운영주사
17391,보건운영주사보
17392,보건운영서기
17393,보건운영서기보
17394,간호조무사무관
17395,간호조무주사
17396,간호조무주사보
17397,간호조무서기
17398,간호조무서기보
17399,위생사무관
17400,위생주사
17401,위생주사보
17402,위생서기
17403,위생서기보
17404,조리사무관
17405,조리주사
17406,조리주사보
17407,조리서기
17408,조리서기보
17409,사무운영주사
17410,사무운영주사보
17411,사무운영서기
17412,사무운영서기보
17413,방호사무관
17414,방호주사
17415,방호주사보
17416,방호서기
17417,방호서기보
17418,전문경력관 가군
17419,전문경력관 나군
17420,전문경력관 다군
17421,계산증명 전문경력관 나군
17422,공연기획 전문경력관 가군
17423,공연기획 전문경력관 나군
17424,교관 전문경력관 가군
17425,교수요원 전문경력관 가군
17426,교수요원 전문경력관 나군
17427,구내식당 위생관리 전문경력관 나군 
17428,국제조사 전문경력관 나군
17429,국제협력 전문경력관 가군
17430,국제협력 전문경력관 나군
17431,국회업무 전문경력관 나군
17432,기계시설관리 전문경력관 나군
17433,기록보존 전문경력관 나군
17434,기획연구 전문경력관 가군
17435,농기계교관 전문경력관 가군
17436,농기계교관 전문경력관 나군
17437,대통령기록물관리 전문경력관 가군
17438,디자인 전문경력관 가군
17439,디자인 전문경력관 나군
17440,문서감정 전문경력관 가군
17441,미술공방관리 전문경력관 나군
17442,방호관리 전문경력관 가군
17443,방호관리 전문경력관 나군
17444,번역 전문경력관 가군
17445,번역 전문경력관 나군
17446,범죄심리분석 전문경력관 가군
17447,범죄심리분석 전문경력관 나군
17448,법의조사 전문경력관 나군
17449,보도제작 전문경력관 가군
17450,보도제작 전문경력관 나군
17451,보석감정 전문경력관 나군
17452,보안관리 전문경력관 나군
17453,보장구제작 전문경력관 나군
17454,보장구제작 전문경력관 다군
17455,보존매체수록 전문경력관 나군
17456,보험계리인 전문경력관 가군
17457,비상계획 전문경력관 가군
17458,비상계획 전문경력관 나군
17459,사진 전문경력관 나군
17460,사진기사 전문경력관 나군
17461,사진촬영 전문경력관 나군
17462,사회복지 전문경력관 나군
17463,서훈 전문경력관 가군
17464,서훈 전문경력관 나군
17465,속기사 전문경력관 가군
17466,속기사 전문경력관 나군
17467,순방지원 전문경력관 가군
17468,시청각 전문경력관 가군
17469,시청각 전문경력관 나군
17470,시청각 전문경력관 다군
17471,시청각기자재취급 전문경력관 나군
17472,시험출제 전문경력관 가군
17473,언어치료 전문경력관 나군
17474,에디터 전문경력관 다군
17475,영사기사 전문경력관 나군
17476,영양관리 전문경력관 나군
17477,영현 전문경력관 나군
17478,예비군관리 전문경력관 나군
17479,오케스트라관리 전문경력관 가군
17480,외국어훈련 전문경력관 가군
17481,외국어훈련 전문경력관 나군
17482,외신논조분석 전문경력관 가군
17483,우표·사진디자인 전문경력관 나군
17484,의료장비 전문경력관 나군
17485,의무실운영 전문경력관 가군
17486,의무실운영 전문경력관 나군
17487,의무실운영 전문경력관 다군
17488,인사기록 전문경력관 가군
17489,인사기록 전문경력관 나군
17490,임상심리 전문경력관 나군
17491,작업치료 전문경력관 나군
17492,작업치료 전문경력관 다군
17493,작품수집 전문경력관 나군
17494,장애인운전교육 전문경력관 나군
17495,재산관리 전문경력관 나군
17496,재활치료 전문경력관 나군
17497,재활치료 전문경력관 다군
17498,저작권연구 전문경력관 나군
17499,조교 전문경력관 나군
17500,직업훈련교사 전문경력관 가군
17501,직업훈련교사 전문경력관 나군
17502,직업훈련교사 전문경력관 다군
17503,집례 전문경력관 나군
17504,체력관리 전문경력관 나군
17505,체력관리 전문경력관 다군
17506,촬영 전문경력관 나군
17507,촬영 전문경력관 다군
17508,탐지조사 전문경력관 나군
17509,탐지조사 전문경력관 다군
17510,통신 전문경력관 나군
17511,통역 전문경력관 나군
17512,통역 전문경력관 다군
17513,하우스매니저 전문경력관 나군
17514,해외간행물제작 전문경력관 가군
17515,행동수정 전문경력관 나군
17516,현황분석 전문경력관 가군
17517,형사사진감식 전문경력관 가군
17518,홍보 전문경력관 가군
17519,홍보 전문경력관 나군
17520,홍보·사진 전문경력관 나군
17521,홍보자료발간 전문경력관 나군
17522,홍보자료발송 전문경력관 나군
17523,화학물질등록평가 전문경력관 가군
17524,화학물질등록평가 전문경력관 나군
17525,후생복지 전문경력관 나군
17526,공업사무관(전담직위)
17527,공업서기(전담직위)
17528,공업주사(전담직위)
17529,공업주사보(전담직위)
17530,관세서기(전담직위)
17531,관세서기보(전담직위)
17532,관세주사(전담직위)
17533,관세주사보(전담직위)
17534,기록연구사(전담직위)
17535,기술서기관(전담직위)
17536,방송통신사무관(전담직위)
17537,방송통신주사(전담직위)
17538,방송통신주사보(전담직위)
17539,방호주사(전담직위)
17540,보건연구관(전담직위)
17541,사서서기(전담직위)
17542,사서주사(전담직위)
17543,사서주사보(전담직위)
17544,사회복지사무관(전담직위)
17545,사회복지서기(전담직위)
17546,사회복지주사(전담직위)
17547,사회복지주사보(전담직위)
17548,서기관(전담직위)
17549,시설주사(전담직위)
17550,시설주사보(전담직위)
17551,식품위생주사보(전담직위)
17552,심리연구관(전담직위)
17553,외교정보기술5등급(전담직위)
17554,외교정보기술6등급(전담직위)
17555,외교통상5등급(전담직위)
17556,외교통상6등급(전담직위)
17557,외교통상8등급(전담직위)
17558,외무영사4등급(전담직위)
17559,의료기술주사(전담직위)
17560,의료기술주사보(전담직위)
17561,임업서기(전담직위)
17562,임업주사보(전담직위)
17563,전산사무관(전담직위)
17564,전산서기(전담직위)
17565,전산서기보(전담직위)
17566,전산주사(전담직위)
17567,전산주사보(전담직위)
17568,통신주사(전담직위)
17569,편사연구사(전담직위)
17570,학예연구관(전담직위)
17571,학예연구사(전담직위)
17572,항공사무관(전담직위)
17573,항공주사(전담직위)
17574,항공주사보(전담직위)
17575,행정사무관(전담직위)
17576,행정서기(전담직위)
17577,행정서기보(전담직위)
17578,행정주사(전담직위)
17579,행정주사보(전담직위)
17580,간호사무관(일반임기제)
17581,간호서기(일반임기제)
17582,간호조무서기보(일반임기제)
17583,검찰사무관(일반임기제)
17584,검찰주사보(일반임기제)
17585,공보사무관(일반임기제)
17586,공업사무관(일반임기제)
17587,공업서기(일반임기제)
17588,공업서기보(일반임기제)
17589,공업연구관(일반임기제)
17590,공업주사(일반임기제)
17591,교육행정주사보(일반임기제)
17592,기록연구사(일반임기제)
17593,기술서기관(시간제일반임기제)
17594,기술서기관(일반임기제)
17595,농업주사(일반임기제)
17596,방송무대사무관(일반임기제)
17597,방송무대주사(일반임기제)
17598,방송무대주사보(일반임기제)
17599,방송통신서기(일반임기제)
17600,방재안전사무관(일반임기제)
17601,별정직고위공무원(일반임기제)
17602,보건연구관(일반임기제)
17603,보건연구사(일반임기제)
17604,보건운영서기보(일반임기제)
17605,부이사관(일반임기제)
17606,사무운영서기보(일반임기제)
17607,사서사무관(일반임기제)
17608,사서주사(일반임기제)
17609,사서주사보(일반임기제)
17610,서기관(일반임기제)
17611,세무주사(일반임기제)
17612,세무주사보(일반임기제)
17613,수의연구사(일반임기제)
17614,방송무대사무관
17615,방송무대주사
17616,방송무대주사보
17617,방송무대서기
17618,방송무대서기보
17619,시간제전문임기제 가급
17620,시간제전문임기제 나급
17621,시간제전문임기제 다급
17622,시간제전문임기제 라급
17623,시간제전문임기제 마급
17624,시설사무관(일반임기제)
17625,시설주사(일반임기제)
17626,식품위생주사보(일반임기제)
17627,외교통상5등급(일반임기제)
17628,외교통상6등급(일반임기제)
17629,우정8급 우정서기(일반임기제)
17630,우정9급 우정서기보(일반임기제)
17631,위생서기보(일반임기제)
17632,의료기술서기(일반임기제)
17633,의료기술주사보(일반임기제)
17634,의무사무관(시간제일반임기제)
17635,임업사무관(일반임기제)
17636,전산사무관(일반임기제)
17637,전산서기(일반임기제)
17638,전산주사(일반임기제)
17639,전산주사보(일반임기제)
17640,조리서기보(일반임기제)
17641,출입국관리서기(시간제일반임기제)
17642,통계사무관(일반임기제)
17643,학예연구관(일반임기제)
17644,학예연구사(일반임기제)
17645,항공사무관(일반임기제)
17646,행정사무관(일반임기제)
17647,행정서기(일반임기제)
17648,행정서기보(일반임기제)
17649,행정주사(시간제일반임기제)
17650,행정주사(일반임기제)
17651,행정주사보(일반임기제)
17652,전문임기제 가급
17653,전문임기제 나급
17654,전문임기제 다급
17655,전문임기제 라급
17656,전문임기제 마급
17657,한시임기제 5호
17658,한시임기제 6호
17659,한시임기제 7호
17660,한시임기제 8호
17661,한시임기제 9호
17662,일반직고위공무원(일반임기제)
17663,고위외무공무원(일반임기제)
17664,별정3급상당(장관정책보좌관)
17665,별정4급상당(장관정책보좌관)
17666,별정직고위공무원(장관정책보좌관)
17667,보호주사(일반임기제)
17668,보호주사보(일반임기제)
17669,의무사무관(일반임기제)
17670,일반직고위감사공무원(일반임기제)
17671,우정1급 우정사무관(전기)
17672,우정1급 우정사무관(기계)
17673,우정1급 우정사무관(운전)
17674,우정1급 우정사무관(집배)
17675,우정1급 우정사무관(우편)
17676,우정1급 우정사무관(계리)
17677,우정1급 우정사무관(방호)
17678,우정1급 우정사무관(열관리)
17679,우정1급 우정사무관(위생)
17680,우정1급 우정사무관(환경미화)
17681,우정2급 우정사무관(전기)
17682,우정2급 우정사무관(기계)
17683,우정2급 우정사무관(운전)
17684,우정2급 우정사무관(집배)
17685,우정2급 우정사무관(우편)
17686,우정2급 우정사무관(계리)
17687,우정2급 우정사무관(방호)
17688,우정2급 우정사무관(열관리)
17689,우정2급 우정사무관(위생)
17690,우정2급 우정사무관(환경미화)
17691,우정3급 우정주사(전기)
17692,우정3급 우정주사(기계)
17693,우정3급 우정주사(운전)
17694,우정3급 우정주사(집배)
17695,우정3급 우정주사(우편)
17696,우정3급 우정주사(계리)
17697,우정3급 우정주사(방호)
17698,우정3급 우정주사(열관리)
17699,우정3급 우정주사(위생)
17700,우정3급 우정주사(환경미화)
17701,우정4급 우정주사(전기)
17702,우정4급 우정주사(기계)
17703,우정4급 우정주사(운전)
17704,우정4급 우정주사(집배)
17705,우정4급 우정주사(우편)
17706,우정4급 우정주사(계리)
17707,우정4급 우정주사(방호)
17708,우정4급 우정주사(열관리)
17709,우정4급 우정주사(위생)
17710,우정4급 우정주사(환경미화)
17711,우정5급 우정주사(전기)
17712,우정5급 우정주사(기계)
17713,우정5급 우정주사(운전)
17714,우정5급 우정주사(집배)
17715,우정5급 우정주사(우편)
17716,우정5급 우정주사(계리)
17717,우정5급 우정주사(방호)
17718,우정5급 우정주사(열관리)
17719,우정5급 우정주사(위생)
17720,우정5급 우정주사(환경미화)
17721,우정6급 우정주사(전기)
17722,우정6급 우정주사(기계)
17723,우정6급 우정주사(운전)
17724,우정6급 우정주사(집배)
17725,우정6급 우정주사(우편)
17726,우정6급 우정주사(계리)
17727,우정6급 우정주사(방호)
17728,우정6급 우정주사(열관리)
17729,우정6급 우정주사(위생)
17730,우정6급 우정주사(환경미화)
17731,우정7급 우정주사보(전기)
17732,우정7급 우정주사보(기계)
17733,우정7급 우정주사보(운전)
17734,우정7급 우정주사보(집배)
17735,우정7급 우정주사보(우편)
17736,우정7급 우정주사보(계리)
17737,우정7급 우정주사보(방호)
17738,우정7급 우정주사보(열관리)
17739,우정7급 우정주사보(위생)
17740,우정7급 우정주사보(환경미화)
17741,우정8급 우정서기(전기)
17742,우정8급 우정서기(기계)
17743,우정8급 우정서기(운전)
17744,우정8급 우정서기(집배)
17745,우정8급 우정서기(우편)
17746,우정8급 우정서기(계리)
17747,우정8급 우정서기(방호)
17748,우정8급 우정서기(열관리)
17749,우정8급 우정서기(위생)
17750,우정8급 우정서기(환경미화)
17751,우정9급 우정서기보(전기)
17752,우정9급 우정서기보(기계)
17753,우정9급 우정서기보(운전)
17754,우정9급 우정서기보(집배)
17755,우정9급 우정서기보(우편)
17756,우정9급 우정서기보(계리)
17757,우정9급 우정서기보(방호)
17758,우정9급 우정서기보(열관리)
17759,우정9급 우정서기보(위생)
17760,비상안전담당관(4급상당)
17761,비상안전보좌관(5급상당)
17762,전문경력관 가군(일반임기제)
17763,교수요원 전문경력관 가군(일반임기제)
17764,화생방 전문경력관 가군
17765,화생방 전문경력관 나군
17766,보건연구사(전담직위)
17767,공업연구사(전담직위)
17768,심리연구사(전담직위)
17769,일반계약직7호
17770,우정1급 우정사무관(전송)
17771,우정2급 우정사무관(전송)
17772,우정3급 우정주사(전송)
17773,우정4급 우정주사(전송)
17774,우정5급 우정주사(전송)
17775,우정6급 우정주사(전송)
17776,우정7급 우정주사보(전송)
17777,우정8급 우정서기(전송)
17778,우정9급 우정서기보(전송)
17779,우정8급 우정서기(위생)(일반임기제)
17780,우정9급 우정서기보(위생)(일반임기제)
17781,우정9급 우정서기보(운전)(일반임기제)
17782,우정9급 우정서기보(계리)(일반임기제)
17783,교수요원 전문경력관 가군(외교원교수)
17784,교수요원 전문경력관 가군(외교원부교수)
17785,조교 전문경력관 나군(외교원조교)
17786,방송통신주사(일반임기제)
17787,예비군관리 전문경력관 다군
17788,전문경력관 나군(일반임기제)
17789,전문경력관 다군(일반임기제)
17790,방호사무관
17791,방호주사
17792,방호주사보
17793,방호서기
17794,방호서기보
17795,방송통신사무관
17796,방송통신주사
17797,방송통신주사보
17798,방송통신서기
17799,방송통신서기보
17800,운전사무관
17801,운전주사
17802,운전주사보
17803,운전서기
17804,운전서기보
17805,위생사무관
17806,위생주사
17807,위생주사보
17808,위생서기
17809,위생서기보
17810,조리사무관
17811,조리주사
17812,조리주사보
17813,조리서기
17814,조리서기보
17815,사무운영주사
17816,사무운영주사보
17817,사무운영서기
17818,사무운영서기보
17819,행정사무관(일반임기제)
17820,행정주사(일반임기제)
17821,행정주사보(일반임기제)
17822,행정서기(일반임기제)
17823,행정서기보(일반임기제)
17824,사서사무관(일반임기제)
17825,사서주사(일반임기제)
17826,사서주사보(일반임기제)
17827,사서서기(일반임기제)
17828,사서서기보(일반임기제)
17829,방호사무관(일반임기제)
17830,방호주사(일반임기제)
17831,방호주사보(일반임기제)
17832,방호서기(일반임기제)
17833,방호서기보(일반임기제)
17834,공업사무관(일반임기제)
17835,공업주사(일반임기제)
17836,공업주사보(일반임기제)
17837,공업서기(일반임기제)
17838,공업서기보(일반임기제)
17839,식품위생사무관(일반임기제)
17840,식품위생주사(일반임기제)
17841,식품위생주사보(일반임기제)
17842,식품위생서기(일반임기제)
17843,식품위생서기보(일반임기제)
17844,시설사무관(일반임기제)
17845,시설주사(일반임기제)
17846,시설주사보(일반임기제)
17847,시설서기(일반임기제)
17848,시설서기보(일반임기제)
17849,전산사무관(일반임기제)
17850,전산주사(일반임기제)
17851,전산주사보(일반임기제)
17852,전산서기(일반임기제)
17853,전산서기보(일반임기제)
17854,방송통신사무관(일반임기제)
17855,방송통신주사(일반임기제)
17856,방송통신주사보(일반임기제)
17857,방송통신서기(일반임기제)
17858,방송통신서기보(일반임기제)
17859,운전사무관(일반임기제)
17860,운전주사(일반임기제)
17861,운전주사보(일반임기제)
17862,운전서기(일반임기제)
17863,운전서기보(일반임기제)
17864,위생사무관(일반임기제)
17865,위생주사(일반임기제)
17866,위생주사보(일반임기제)
17867,위생서기(일반임기제)
17868,위생서기보(일반임기제)
17869,조리사무관(일반임기제)
17870,조리주사(일반임기제)
17871,조리주사보(일반임기제)
17872,조리서기(일반임기제)
17873,조리서기보(일반임기제)
17874,사무운영주사(일반임기제)
17875,사무운영주사보(일반임기제)
17876,사무운영서기(일반임기제)
17877,사무운영서기보(일반임기제)
17878,서기관(일반임기제)
17879,기술서기관(일반임기제)
17880,부이사관(일반임기제)
17881,이사관(일반임기제)
17882,관리관(일반임기제)
17883,행정사무관(시간제일반임기제)
17884,행정주사(시간제일반임기제)
17885,행정주사보(시간제일반임기제)
17886,행정서기(시간제일반임기제)
17887,행정서기보(시간제일반임기제)
17888,사서사무관(시간제일반임기제)
17889,사서주사(시간제일반임기제)
17890,사서주사보(시간제일반임기제)
17891,사서서기(시간제일반임기제)
17892,사서서기보(시간제일반임기제)
17893,방호사무관(시간제일반임기제)
17894,방호주사(시간제일반임기제)
17895,방호주사보(시간제일반임기제)
17896,방호서기(시간제일반임기제)
17897,방호서기보(시간제일반임기제)
17898,공업사무관(시간제일반임기제)
17899,공업주사(시간제일반임기제)
17900,공업주사보(시간제일반임기제)
17901,공업서기(시간제일반임기제)
17902,공업서기보(시간제일반임기제)
17903,식품위생사무관(시간제일반임기제)
17904,식품위생주사(시간제일반임기제)
17905,식품위생주사보(시간제일반임기제)
17906,식품위생서기(시간제일반임기제)
17907,식품위생서기보(시간제일반임기제)
17908,시설사무관(시간제일반임기제)
17909,시설주사(시간제일반임기제)
17910,시설주사보(시간제일반임기제)
17911,시설서기(시간제일반임기제)
17912,시설서기보(시간제일반임기제)
17913,전산사무관(시간제일반임기제)
17914,전산주사(시간제일반임기제)
17915,전산주사보(시간제일반임기제)
17916,전산서기(시간제일반임기제)
17917,전산서기보(시간제일반임기제)
17918,방송통신사무관(시간제일반임기제)
17919,방송통신주사(시간제일반임기제)
17920,방송통신주사보(시간제일반임기제)
17921,방송통신서기(시간제일반임기제)
17922,방송통신서기보(시간제일반임기제)
17923,운전사무관(시간제일반임기제)
17924,운전주사(시간제일반임기제)
17925,운전주사보(시간제일반임기제)
17926,운전서기(시간제일반임기제)
17927,운전서기보(시간제일반임기제)
17928,위생사무관(시간제일반임기제)
17929,위생주사(시간제일반임기제)
17930,위생주사보(시간제일반임기제)
17931,위생서기(시간제일반임기제)
17932,위생서기보(시간제일반임기제)
17933,조리사무관(시간제일반임기제)
17934,조리주사(시간제일반임기제)
17935,조리주사보(시간제일반임기제)
17936,조리서기(시간제일반임기제)
17937,조리서기보(시간제일반임기제)
17938,사무운영주사(시간제일반임기제)
17939,사무운영주사보(시간제일반임기제)
17940,사무운영서기(시간제일반임기제)
17941,사무운영서기보(시간제일반임기제)
17942,서기관(시간제일반임기제)
17943,기술서기관(시간제일반임기제)
17944,부이사관(시간제일반임기제)
17945,이사관(시간제일반임기제)
17946,관리관(시간제일반임기제)
17947,전문임기제 가급
17948,전문임기제 나급
17949,전문임기제 다급
17950,전문임기제 라급
17951,전문임기제 마급
17952,시간제전문임기제 가급
17953,시간제전문임기제 나급
17954,시간제전문임기제 다급
17955,시간제전문임기제 라급
17956,시간제전문임기제 마급
17957,한시임기제 5호
17958,한시임기제 6호
17959,한시임기제 7호
17960,한시임기제 8호
17961,한시임기제 9호
17962,정치ㆍ선거연구 전문경력관 가군
17963,비상계획 전문경력관 가군
17964,미디어제작 전문경력관 나군
17965,행정주사보(전담직위)
17966,정신재활 전문경력관 나군
17967,기록연구관
17968,특수훈련교사 전문경력관 나군
17969,특수훈련교사 전문경력관 다군
17970,상훈관리 전문경력관 나군
17971,속기사 전문경력관 다군
17972,보도제작 전문경력관 나군(일반임기제)
17973,기계운영서기보(일반임기제)
17974,사무운영서기(시간제일반임기제)
17975,연구원 전문경력관 나군
18889,수집주사보
18890,통신수집주사보
18891,안전주사보
18892,정보통신주사보
18893,지방해양수산서기(일반임기제)
18895,지방해양수산서기(일반임기제)
18897,지방해양수산서기(일반임기제)
18898,지방해양수산서기(일반임기제)
18899,지방해양수산서기(일반임기제)
18900,지방해양수산서기(일반임기제)
18901,지방해양수산서기보(일반임기제)
18902,지방해양수산서기보(일반임기제)
18905,지방해양수산서기보(일반임기제)
18907,지방해양수산서기보(일반임기제)
18908,지방해양수산서기보(일반임기제)
18909,지방해양수산서기보(일반임기제)
18910,지방보건사무관(일반임기제)
18911,지방보건주사(일반임기제)
18912,지방보건주사보(일반임기제)
18913,지방보건서기(일반임기제)
18914,지방보건서기보(일반임기제)
18915,지방식품위생사무관(일반임기제)
18916,지방식품위생주사(일반임기제)
18917,지방식품위생주사보(일반임기제)
18918,지방식품위생서기(일반임기제)
18919,지방의료기술주사(일반임기제)
18920,지방의료기술서기(일반임기제)
18921,지방의료기술서기보(일반임기제)
18922,지방의무사무관(일반임기제)
18923,지방약무사무관(일반임기제)
18926,지방약무주사보(일반임기제)
18928,지방간호주사(일반임기제)
18929,지방간호주사보(일반임기제)
18930,지방환경사무관(일반임기제)
18931,지방환경사무관(일반임기제)
18932,지방환경주사(일반임기제)
18933,지방환경주사(일반임기제)
18934,지방환경주사(일반임기제)
18935,지방환경주사보(일반임기제)
18936,지방환경주사보(일반임기제)
18937,지방환경주사보(일반임기제)
18938,지방환경서기(일반임기제)
18939,지방환경서기(일반임기제)
18940,지방환경서기(일반임기제)
18941,지방환경서기보(일반임기제)
18942,지방환경서기보(일반임기제)
18943,지방항공사무관(일반임기제)
18944,지방항공사무관(일반임기제)
18945,지방항공주사(일반임기제)
18946,지방항공주사(일반임기제)
18947,지방항공주사보(일반임기제)
18948,지방항공주사보(일반임기제)
18949,지방항공서기(일반임기제)
18950,지방항공서기(일반임기제)
18951,지방항공서기보(일반임기제)
18952,지방항공서기보(일반임기제)
18953,지방시설사무관(일반임기제)
18954,지방시설사무관(일반임기제)
18955,지방시설사무관(일반임기제)
18956,지방시설사무관(일반임기제)
18957,지방시설사무관(일반임기제)
18958,지방시설주사(일반임기제)
18959,지방시설주사(일반임기제)
18960,지방시설주사(일반임기제)
18961,지방시설주사(일반임기제)
18962,지방시설주사(일반임기제)
18963,지방시설주사(일반임기제)
18964,지방시설주사(일반임기제)
18965,지방시설주사보(일반임기제)
18966,지방시설주사보(일반임기제)
18967,지방시설주사보(일반임기제)
18968,지방시설주사보(일반임기제)
18969,지방시설주사보(일반임기제)
18970,지방시설서기(일반임기제)
18971,지방시설서기(일반임기제)
18972,지방시설서기(일반임기제)
18973,지방시설서기(일반임기제)
18974,지방시설서기(일반임기제)
18975,지방시설서기(일반임기제)
18976,지방시설서기보(일반임기제)
18977,지방시설서기보(일반임기제)
18978,지방시설서기보(일반임기제)
18979,지방시설서기보(일반임기제)
18980,지방시설서기보(일반임기제)
18981,지방시설서기보(일반임기제)
18982,5급(일반임기제)
18983,6급(일반임기제)
18984,7급(일반임기제)
18985,8급(일반임기제)
18986,9급(일반임기제)
18987,연구관(일반임기제)
18988,연구사(일반임기제)
18989,지도관(일반임기제)
18990,지도사(일반임기제)
18991,지방식품위생서기보(일반임기제)
18992,지방의료기술주사보(일반임기제)
18993,지방의무사무관(일반임기제)
18994,지방약무주사(일반임기제)
18995,지방간호사무관(일반임기제)
18996,지방간호서기(일반임기제)
18997,지방환경사무관(일반임기제)
18998,지방환경주사(일반임기제)
18999,지방환경주사보(일반임기제)
19000,지방환경서기(일반임기제)
19001,지방환경서기보(일반임기제)
19002,지방환경서기보(일반임기제)
19003,지방항공주사(일반임기제)
19004,지방항공주사보(일반임기제)
19005,지방항공서기(일반임기제)
19006,지방항공서기보(일반임기제)
19007,지방시설사무관(일반임기제)
19008,지방시설사무관(일반임기제)
19009,지방시설사무관(일반임기제)
19010,지방시설주사(일반임기제)
19011,지방시설주사(일반임기제)
19012,지방시설주사보(일반임기제)
19013,지방시설주사보(일반임기제)
19014,지방시설주사보(일반임기제)
19015,지방시설서기(일반임기제)
19016,지방시설서기(일반임기제)
19017,지방시설서기(일반임기제)
19018,지방시설서기보(일반임기제)
19019,지방시설서기보(일반임기제)
19020,지방행정서기보(일반임기제)
19021,지방행정서기보(일반임기제)
19022,지방공업주사(일반임기제)
19023,지방공업주사보(일반임기제)
19024,지방공업주사보(일반임기제)
19025,지방공업주사보(일반임기제)
19026,지방공업주사보(일반임기제)
19027,지방공업서기(일반임기제)
19028,지방공업서기(일반임기제)
19030,지방공업서기(일반임기제)
19031,지방공업서기보(일반임기제)
19032,지방공업서기보(일반임기제)
19034,지방공업서기보(일반임기제)
19035,지방농업사무관(일반임기제)
19036,지방농업사무관(일반임기제)
19039,지방농업주사보(일반임기제)
19041,지방농업서기보(일반임기제)
19042,지방농업서기보(일반임기제)
19043,지방녹지사무관(일반임기제)
19044,지방녹지주사(일반임기제)
19045,지방녹지주사보(일반임기제)
19046,지방녹지주사보(일반임기제)
19047,지방녹지서기(일반임기제)
19048,지방녹지서기보(일반임기제)
19049,지방수의주사보(일반임기제)
19051,지방해양수산사무관(일반임기제)
19052,지방해양수산주사(일반임기제)
19053,지방해양수산주사(일반임기제)
19054,지방해양수산주사(일반임기제)
19055,지방해양수산주사보(일반임기제)
19056,지방해양수산주사보(일반임기제)
19057,지방해양수산주사보(일반임기제)
19058,지방농업주사(일반임기제)
19059,지방행정주사(일반임기제)
19060,지방행정서기(일반임기제)
19061,지방공업사무관(일반임기제)
19062,지방공업주사(일반임기제)
19063,지방공업주사보(일반임기제)
19064,지방공업서기(일반임기제)
19065,지방농업사무관(일반임기제)
19067,지방녹지주사(일반임기제)
19069,지방해양수산주사보(일반임기제)
19071,지방해양수산서기보(일반임기제)
19072,지방의료기술사무관(일반임기제)
19073,지방환경사무관(일반임기제)
19074,지방항공사무관(일반임기제)
19075,지방시설사무관(일반임기제)
19076,지방시설주사보(일반임기제)
19077,지방시설서기보(일반임기제)
19078,지방기록연구사(일반임기제)
19079,지방공업연구관(일반임기제)
19080,지방공업연구관(일반임기제)
19081,지방공업연구관(일반임기제)
19082,지방공업연구관(일반임기제)
19083,지방공업연구관(일반임기제)
19084,지방공업연구관(일반임기제)
19085,지방공업연구관(일반임기제)
19086,지방공업연구관(일반임기제)
19087,지방공업연구관(일반임기제)
19088,지방공업연구사(일반임기제)
19089,지방공업연구사(일반임기제)
19090,지방공업연구사(일반임기제)
19091,지방공업연구사(일반임기제)
19092,지방공업연구사(일반임기제)
19093,지방공업연구사(일반임기제)
19094,지방공업연구사(일반임기제)
19095,지방공업연구사(일반임기제)
19096,지방공업연구사(일반임기제)
19097,지방농업연구관(일반임기제)
19098,지방농업연구관(일반임기제)
19099,지방농업연구관(일반임기제)
19100,지방농업연구관(일반임기제)
19102,지방농업연구관(일반임기제)
19103,지방농업연구관(일반임기제)
19104,지방농업연구관(일반임기제)
19105,지방농업연구관(일반임기제)
19106,지방농업연구관(일반임기제)
19107,지방농업연구사(일반임기제)
19108,지방농업연구사(일반임기제)
19109,지방농업연구사(일반임기제)
19110,지방농업연구사(일반임기제)
19112,지방농업연구사(일반임기제)
19113,지방농업연구사(일반임기제)
19114,지방농업연구사(일반임기제)
19115,지방농업연구사(일반임기제)
19116,지방농업연구사(일반임기제)
19117,지방녹지연구관(일반임기제)
19118,지방녹지연구관(일반임기제)
19119,지방녹지연구사(일반임기제)
19120,지방녹지연구사(일반임기제)
19121,지방수의연구관(일반임기제)
19122,지방수의연구사(일반임기제)
19123,지방해양수산연구관(일반임기제)
19124,지방해양수산연구관(일반임기제)
19125,지방해양수산연구관(일반임기제)
19126,지방해양수산연구관(일반임기제)
19127,지방해양수산연구관(일반임기제)
19128,지방해양수산연구관(일반임기제)
19129,지방해양수산연구사(일반임기제)
19130,지방해양수산연구사(일반임기제)
19131,지방해양수산연구사(일반임기제)
19132,지방해양수산연구사(일반임기제)
19133,지방해양수산연구사(일반임기제)
19134,지방해양수산연구사(일반임기제)
19135,지방보건연구관(일반임기제)
19136,지방보건연구관(일반임기제)
19137,지방보건연구관(일반임기제)
19138,지방보건연구사(일반임기제)
19139,지방보건연구사(일반임기제)
19140,지방보건연구사(일반임기제)
